nov 11/21:41:28.703 DEBUG2 : 		STLinkWriteReg Index=0x0F Data=0x20000248
nov 11/21:41:28.705 DEBUG2 : 		ReadReg Index=0x00
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x01
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x02
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x03
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x04
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x05
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x06
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x07
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x08
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x09
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x0A
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x0B
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x0C
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x11
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x12
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x0E
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x0F
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x10
nov 11/21:41:28.713 DEBUG2 : 		ReadReg Index=0x14
nov 11/21:41:28.715 DEBUG2 : 		STLinkWriteReg Index=0x10 Data=0x41000000
nov 11/21:41:28.717 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 11/21:41:28.717 DEBUG2 : 		ReadReg Index=0x0F
nov 11/21:41:28.730 DEBUG2 : 		ReadTarget16 Address=0x20000248 AP=0 Count=2 Data=0xF7FF
nov 11/21:41:28.730 DEBUG2 : 		<Call to _ExecDeviceFlashExecutionStarted: macro undefined
nov 11/21:41:28.730 DEBUG2 : 		<Call to execUserFlashExecutionStarted: macro undefined
nov 11/21:41:28.734 DEBUG2 : 		ReadTarget32 Address=0xE000EDFC AP=0 Count=4 Data=0x01000000
nov 11/21:41:28.734 DEBUG2 : 		WriteTarget32 Address=0xE000EDFC AP=0 Count=4 Data=0x01000000
nov 11/21:41:28.738 DEBUG2 : 		WriteTarget32 Address=0xE0001028 AP=0 Count=4 Data=0x00000000
nov 11/21:41:28.742 DEBUG2 : 		WriteTarget32 Address=0xE0001038 AP=0 Count=4 Data=0x00000000
nov 11/21:41:28.746 DEBUG2 : 		WriteTarget32 Address=0xE0001048 AP=0 Count=4 Data=0x00000000
nov 11/21:41:28.750 DEBUG2 : 		WriteTarget32 Address=0xE0001058 AP=0 Count=4 Data=0x00000000
nov 11/21:41:28.754 DEBUG2 : 		Go >
nov 11/21:41:28.780 DEBUG2 : 		Go <
nov 11/21:41:28.790 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.806 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.822 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.838 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.854 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.870 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.886 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.902 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.918 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.934 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.950 DEBUG2 : 		STLinkIsCpuHalted - Running
nov 11/21:41:28.990 DEBUG2 : 		STLinkIsCpuHalted - Stopped
nov 11/21:41:28.990 DEBUG2 : 		<Call to _ExecDeviceFlashExecutionStopped: macro undefined
nov 11/21:41:28.990 DEBUG2 : 		<Call to execUserFlashExecutionStopped: macro undefined
nov 11/21:41:28.990 DEBUG2 : 		ReadReg Index=0x0F
nov 11/21:41:29.002 DEBUG2 : 		ReadTarget16 Address=0x200000C0 AP=0 Count=2 Data=0xE7FE
nov 11/21:41:29.006 DEBUG2 : 		ReadTarget32 Address=0xE000EDFC AP=0 Count=4 Data=0x01000000
nov 11/21:41:29.006 DEBUG2 : 		WriteTarget32 Address=0xE000EDFC AP=0 Count=4 Data=0x01000000
nov 11/21:41:29.010 DEBUG2 : 		WriteTarget32 Address=0xE0001028 AP=0 Count=4 Data=0x00000000
nov 11/21:41:29.014 DEBUG2 : 		WriteTarget32 Address=0xE0001038 AP=0 Count=4 Data=0x00000000
nov 11/21:41:29.018 DEBUG2 : 		WriteTarget32 Address=0xE0001048 AP=0 Count=4 Data=0x00000000
nov 11/21:41:29.022 DEBUG2 : 		WriteTarget32 Address=0xE0001058 AP=0 Count=4 Data=0x00000000
nov 11/21:41:29.026 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 11/21:41:29.030 DEBUG2 : 		ReadTarget32 Address=0x20002584 AP=0 Count=20 Data=0x00000000 ...
nov 11/21:41:29.030 DEBUG2 : 		WriteTarget32 Address=0x20000300 AP=0 Count=8192 Data=0x4640FD43 ...
nov 11/21:41:29.135 DEBUG2 : 		WriteTarget32 Address=0x20002584 AP=0 Count=20 Data=0x08002000 ...
nov 11/21:41:29.139 DEBUG2 : 		STLinkWriteReg Index=0x0F Data=0x20000240
nov 11/21:41:29.141 DEBUG2 : 		ReadReg Index=0x00
nov 11/21:41:29.149 DEBUG2 : 		ReadReg Index=0x01
nov 11/21:41:29.149 DEBUG2 : 		ReadReg Index=0x02
nov 11/21:41:29.149 DEBUG2 : 		ReadReg Index=0x03
nov 11/21:41:29.149 DEBUG2 : 		ReadReg Index=0x04
nov 11/21:41:29.149 DEBUG2 : 		ReadReg Index=0x05
